Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
7,6,5.0,4,South East,,3.1 Aana,14 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,60,00,000",Kathmandu,Mulpani
4,4,4.0,1,West,2078.0,0-4-2-0 Aana,20 Feet / Blacktopped,3306 Sq. Feet,2 months ago,"NPR. 4,75,00,000",Kathmandu,Budhanilkantha
4,3,3.0,0,East,,4 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000",Kathmandu,Bhangal
2,2,1.0,1,North East,,3 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,00,00,000 Total price",Lalitpur,Imadol
3,4,2.0,1,East,2021.0,4 Aana,20 Feet / Blacktopped,4 Aana,2 months ago,"NPR. 2,70,00,000 Onwards",Kathmandu,Kirtipur
0,0,,0,South East,,4 Aana,14 Feet,N/A Aana,4 years ago,"NPR. 2,45,00,000",Kathmandu,Bhangal
10,3,3.0,2,West,2066.0,0-12-0-0 Aana,13 Feet / Blacktopped,3100 Sq. Feet,1 year ago,"NPR. 7,50,00,000 Total Price",Kathmandu,Bafal
7,0,3.0,4,South,,4 Aana,16 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 2,40,00,000",Kathmandu,Kapan
5,4,2.5,2,North East,2075.0,0-3-0-0 Aana,18 Feet / Gravelled,95.39 Aana,3 years ago,"NPR. 2,50,00,000 Total price",Kathmandu,Pepsicola
0,0,3.0,3,South,,0-4-2-0 Aana,8 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,30,00,000 Total price",Kathmandu,Baneshwor
5,3,2.5,2,East,2076.0,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,15,00,000 Total price",Lalitpur,Imadol
4,4,3.0,1,South West,2068.0,0-5-0-0 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,"NPR. 3,90,00,000 Total price",Kathmandu,Minbhawan
5,4,3.0,5,East,2076.0,2845 Sq. Feet,12 Feet / Blacktopped,3420 Sq. Feet,4 years ago,"NPR. 3,50,00,000 Onwards",Kathmandu,Budhanilkantha
5,4,3.5,1,South,,0-3-1-2 Aana,15 Feet / Blacktopped,N/A Aana,1 month ago,"NPR. 3,95,00,000 Total Price",Kathmandu,Gaushala
11,0,3.0,4,South,,4 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,04,00,000",Kathmandu,Kapan
6,4,2.5,3,East,2078.0,0-5-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 month ago,"NPR. 4,65,00,000 Total Price",Kathmandu,Budhanilkantha
5,6,2.5,2,East,2072.0,0-9-3-2 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"NPR. 8,00,00,000 Total price",Kathmandu,Chandol
2,3,3.0,0,North,,5 Aana,14 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,75,00,000",Kathmandu,Basundhara
5,3,2.5,2,West,2071.0,0-4-2-0 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,"NPR. 2,35,00,000",Kathmandu,Raniban
5,2,2.5,1,West,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,2000 Aana,4 years ago,"NPR. 1,85,00,000 Total price",Lalitpur,Imadol
5,3,2.5,1,East,2077.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
5,4,3.0,0,North West,,3 Aana,11 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,80,00,000 Total price",Lalitpur,Imadol
4,4,2.0,2,East,2080.0,4 aana 2 daam Aana,13 Feet / Gravelled,N/A Aana,3 weeks ago,"NPR. 3,50,00,000",Kathmandu,Budhanilkantha
5,4,2.5,0,South,,6 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 4,00,00,000 Total price",Kathmandu,Sukedhara
7,5,2.5,2,North,2074.0,0-4-0-2 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 4,12,50,000",Kathmandu,Sitapaila
6,5,2.5,1,West,2080.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,5 days ago,"NPR. 3,15,00,000 Total price",Kathmandu,Mandikatar
7,2,2.5,1,South East,2077.0,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 2,40,00,000 Total Price",Kathmandu,Kapan
0,0,2.0,0,East,2070.0,4 Aana,21 Feet / Blacktopped,0-4-1-2/139.11 Aana,4 years ago,"NPR. 4,65,00,000 Onwards",Lalitpur,Thasikhel
6,4,3.0,3,North West,2078.0,0-3-2-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"NPR. 3,60,00,000",Kathmandu,Tarkeshwor
0,0,,0,North,,8 Dhur,15 Feet,N/A Dhur,4 years ago,"NPR. 1,60,00,000 Total price",Makwanpur,Hetauda
5,3,2.5,1,North West,2076.0,0-4-0-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
6,4,4.0,0,South,,4 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 2,75,00,000",Kathmandu,Sukedhara
4,3,3.0,1,East,2078.0,0-3-0-0 Aana,13 Feet / Soil Stabilized,1500 Aana,2 years ago,"NPR. 2,15,00,000 Total price",Lalitpur,Imadol
0,0,,0,South,,4 Aana,22 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price",Kathmandu,Balaju
3,1,1.0,0,West,,2.5 Aana,10 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 65,00,000",Kathmandu,Goldhunga
12,4,4.0,3,East,2062.0,0-8-0-0 Aana,18 Feet / Concrete,2800 Aana,2 years ago,"NPR. 8,00,00,000 Total Price",Kathmandu,Minbhawan
4,4,3.0,1,South,2012.0,4.3 Aana,12 Feet / Paved,N/A Aana,4 years ago,"NPR. 3,15,00,000",Lalitpur,Bhaisepati
0,0,3.0,0,East,,8 Sq. Feet,13 Feet,N/A Sq. Feet,4 years ago,"NPR. 5,50,00,000",Kathmandu,Samakhusi
10,7,4.0,2,North,2067.0,0-5-2-0 Aana,13 Feet / Concrete,3300 Sq. Feet,1 year ago,"NPR. 5,50,00,000 Total Price",Kathmandu,Dhumbarahi
0,0,,0,East,2073.0,3 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,50,00,000 Total price",Kathmandu,Kapan
2,2,1.5,1,South East,2075.0,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,05,00,000 Total price",Kathmandu,Gokarneshwor
6,5,3.0,20,North East,,3-12-0-0 Ropani,20 Feet / Blacktopped,N/A Ropani,8 months ago,"NPR. 28,00,00,000 Total Price",Kathmandu,Sanobharyang
2,1,1.5,1,North East,2076.0,0-4-0-2 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,50,00,000 Total price",Lalitpur,Tikathali
4,4,2.5,2,East,2074.0,0-4-0-0 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,85,00,000",Kathmandu,Sitapaila
4,1,1.5,0,North East,,0-5-1-0 Aana,4 Feet / Concrete,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price",Lalitpur,Imadol
0,0,,0,North,,4 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,75,00,000",Kathmandu,Sukedhara
5,4,3.0,4,East,,4 Aana 3 Paisa 1 Daam Aana,0 Feet,N/A Aana,3 years ago,"NPR. 2,60,00,000 Onwards",Kathmandu,Sukedhara
13,0,,0,West,,0-5-5-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,62,00,000 Total price",Kathmandu,Budhanilkantha
0,0,3.0,0,South,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,80,00,000",Kathmandu,Hattigauda
0,0,,0,West,,5 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,05,00,000 Total price",Kathmandu,Sitapaila
7,6,2.0,3,West,,0-4-0-0 Aana,23 Feet / Paved,1369.181 Sq. Feet,2 days ago,"NPR. 4,45,00,000 Onwards",Lalitpur,Tikathali
4,4,3.0,1,East,2078.0,0-3-3-2 Aana,20 Feet / Blacktopped,2207 Aana,2 months ago,"NPR. 4,20,00,000",Kathmandu,Budhanilkantha
5,5,2.5,1,North,,0-9-0-0 Aana,20 Feet / Blacktopped,3300 Sq. Feet,5 months ago,"NPR. 8,00,00,000 Total Price",Kathmandu,Sanobharyang
6,5,3.0,3,South,2068.0,0-8-0-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"NPR. 7,25,00,000 Total Price",Kathmandu,Balkhu
7,0,2.0,0,North,,0-2-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,32,00,000 Total price",Kathmandu,Kadaghari
5,3,2.5,2,South,,0-3-2-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price",Lalitpur,Lubhu
8,3,2.5,1,South,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,95 Aana,4 years ago,"NPR. 1,70,00,000 Total price",Lalitpur,Imadol
6,4,3.0,4,South East,,6 Aana,14 Feet,N/A Sq. Feet,4 years ago,"NPR. 4,00,00,000",Kathmandu,Chandol
4,5,2.5,1,South,2078.0,4 Aana,16 Feet / Concrete,2350 Sq. Feet,2 months ago,"NPR. 4,25,00,000",Kathmandu,Budhanilkantha
0,0,,0,West,,0-7-2-0 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 95,00,000 Total price",Pokhara,Pokhara
5,4,2.5,1,North East,2077.0,0-3-0-0 Aana,12 Feet / Gravelled,1800 Aana,3 years ago,"NPR. 1,85,00,000 Total price",Lalitpur,Imadol
13,0,4.5,0,South East,,13 Aana,14 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 7,00,00,000",Kathmandu,Maharajgunj
0,0,,0,North,,8 Aana,14 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,80,00,000 Total price",Kathmandu,Chabahil
11,5,3.0,0,East,,4 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,65,00,000 Total price",Kathmandu,Kapan
2,1,,0,East,,0-4-3-0 Aana,12 Feet / Soil Stabilized,N/A Ropani,4 years ago,"NPR. 1,38,00,000 Onwards",Kathmandu,Pasikot
2,1,1.5,1,West,2076.0,0-3-1-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,25,00,000 Total price",Lalitpur,Imadol
7,5,2.5,2,South East,2069.0,1-0-0-0 Ropani,13 Feet / Concrete,N/A Ropani,2 weeks ago,"NPR. 8,00,00,000 Total Price",Kathmandu,Manamaiju
2,1,1.0,0,North,,3 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price",Kathmandu,Tokha
6,4,3.0,3,West,,4.5 Aana,13 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 2,50,00,000",Kathmandu,Budhanilkantha
7,5,4.0,2,West,2078.0,0-5-0-0 Aana,13 Feet / Blacktopped,3200 Sq. Feet,1 year ago,"NPR. 4,95,00,000 Total price",Kathmandu,Budhanilkantha
