Address,Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price
"New colony, Sukedhara, Kathmandu",6,3,2,2,North,2072,3 Aana,14 Feet / Blacktopped,90.00 Aana,4 years ago,"NPR. 2,10,00,000 Onwards"
"Sana Gaun, Imadol, Lalitpur",2,1,1,0,North East,,0-3-0-1 Aana,12 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price"
"Thulobharyang, Thulo Bharyang, Kathmandu",6,7,,1,North East,2080,0-3-2-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,40,00,000"
"Yatayat Office sukedhara, Sukedhara, Kathmandu",18,6,,6,South,,6 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,70,00,000 Total price"
"Sitapaila, Sitapaila, Kathmandu",4,5,2.5,1,East,2079,0-3-1-1 Aana,20 Feet / Gravelled,N/A Sq. Feet,1 month ago,"NPR. 2,20,00,000 Total Price"
"Kapan height, Kapan, Kathmandu",6,5,2.5,1,South,2080,0-4-1-2 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,50,00,000 Total Price"
"Hattigauda, Hattigauda, Kathmandu",4,5,2,3,East,2078,0-5-0-0 Aana,22 Feet / Gravelled,N/A Aana,2 years ago,"NPR. 2,60,00,000"
"Machha Pokhari, Balaju, Kathmandu",0,0,,0,East,,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,80,00,000 Total price"
"Siddhicharan Marg, Shantinagar, Kathmandu",6,0,3,4,North,2042,0-6-2-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,25,00,000 Total price"
"Near, Grandy, Tokha, Kathmandu",6,0,,0,North,,4 Aana,12 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,40,00,000 Total price"
"Boudha, Boudha, Kathmandu",10,3,3,0,South,,0-3-1-0 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 2,20,00,000"
"Tampu Park, Imadol, Lalitpur",5,4,3,1,South,2080,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 days ago,"NPR. 2,65,00,000 Onwards"
"Galkopakha, Thamel, Samakhusi, Kathmandu",2,2,2,1,West,2000,2.5 Aana,4 Feet / Paved,1900 Sq. Meter,1 month ago,"NPR. 1,50,00,000"
"Makalu petrol pump, Kalanki, Kathmandu",4,4,4,2,South,2066,4.75 Aana,14 Feet / Blacktopped,1260 Sq. Feet,2 months ago,"NPR. 85,00,000 Per Aana"
"Guna Colony, Sinamangal, Sinamangal, Kathmandu",7,5,3,2,East,2064,0-6-0-0 Aana,13 Feet / Blacktopped,2800 Aana,1 year ago,"NPR. 5,51,00,000 Total price"
"Sukedhara, Sukedhara, Kathmandu",11,0,3,0,East,,5 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 3,30,00,000"
"Kausaltar, Kausaltar, Bhaktapur",10,0,4,0,East,,3.5 Aana,20 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,95,00,000"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,South,2074,0-3-2-0 Aana,20 Feet / Blacktopped,1861.67 Aana,2 months ago,"NPR. 3,57,50,000"
"Sital Height, Imadol, Lalitpur",5,4,2.5,1,East,2077,0-4-0-2 Aana,13 Feet / Gravelled,2500 Aana,3 years ago,"NPR. 2,35,00,000 Total price"
"Ochu Height, Imadol, Lalitpur",4,3,2.5,1,North East,2076,0-3-2-0 Aana,13 Feet / Blacktopped,2148 Aana,3 years ago,"NPR. 2,20,00,000 Total price"
"Sanagaun Height, Imadol, Lalitpur",4,3,2.5,1,East,2076,0-4-0-0 Aana,20 Feet / Gravelled,2500 Aana,4 years ago,"NPR. 2,15,00,000 Total price"
"Jhaukhel, Changunarayan, Bhaktapur",0,0,3.5,0,West,,7 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,15,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",4,5,2.5,1,South,2078,0-4-1-0 Aana,16 Feet / Concrete,2500 Sq. Feet,2 months ago,"NPR. 4,65,00,000"
"Begnas lake, Lekhnath, Pokhara",9,10,3,3,North,2074,0-4-0-0 Aana,20 Feet / Gravelled,0-2-3-0 Aana,4 years ago,"NPR. 2,00,00,000 25"
"Kapan height, Kapan, Kathmandu",6,5,2.5,1,North East,2080,0-4-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,35,00,000 Total Price"
"Ram Bazar, Ram Bazar, Pokhara",0,0,,0,South East,,5 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,50,00,000"
"RAMKOT, Sitapaila, Kathmandu",3,3,2.5,2,West,2074,0-4-2-3 Aana,20 Feet / Blacktopped,2326.62 Aana,2 months ago,"NPR. 3,90,50,000"
"dauradipo haiway, Thankot, Kathmandu",0,0,,0,East,,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price"
"Tikathali, Buddha colony, Imadol, Lalitpur",5,3,2.5,2,East,2076,0-3-2-0 Aana,13 Feet / Gravelled,2000. Aana,4 years ago,"NPR. 1,95,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",4,4,2,3,South,,10 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 3,90,00,000"
"Chapali, Nearby Kunja Colony, Budhanilkantha, Kathmandu",9,3,3,2,South,2064,0-3-0-0 Aana,13 Feet / Gravelled,0-2-0-0 Aana,3 years ago,"NPR. 2,50,00,000"
"Nearby Buddha party palace, Imadol, Lalitpur",4,2,1.5,1,North East,2076,0-3-0-0 Aana,13 Feet / Gravelled,750 Aana,4 years ago,"NPR. 1,30,00,000 Total price"
"Near Chundevi Temple, Baluwatar, Kathmandu",7,6,,2,South West,,6.5 Aana,13 Feet,3800 Aana,2 months ago,"NPR. 7,60,00,000 Onwards"
"opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",5,5,2.5,1,South,,0-6-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 6,00,00,000 Total price"
"Nearby Jyotinagar, Budhanilkantha, Kathmandu",6,3,3,4,South East,,6 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 3,40,00,000"
"Banasthali, Banasthali, Kathmandu",0,0,2,0,West,,0-3-2-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price"
"Vadigoth, Kavresthali, Kathmandu",0,0,,0,West,,3 Aana,10 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 70,00,000 Total price"
"Gwarko Colony, Gwarko, Lalitpur",3,2,2.5,1,South,,0-3-0-1 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,10,00,000 Total price"
"Shankhamul, Buddhanagar, Kathmandu",0,0,3.5,0,East,2075,0-6-0-3 Aana,14 Feet / Blacktopped,5000 Sq. Feet,2 years ago,"NPR. 8,00,00,000 Total"
"Nearby IOM, Baluwatar, Kathmandu",6,3,3,0,North East,,6 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 5,15,00,000"
"Budhanilkantha,Ganesh Chowk, Budhanilkantha, Kathmandu",0,0,2,3,East,2080,5 Aana,13 Feet / Blacktopped,5 Aana,3 weeks ago,"NPR. 4,75,00,000"
"Budhanilkantha,Ganesh Chowk, Budhanilkantha, Kathmandu",0,3,2,4,East,2080,5 aana Aana,13 Feet / Gravelled,5 Aana,3 weeks ago,"NPR. 4,75,00,000"
"Tokha, Tokha, Kathmandu",2,1,,0,West,,4 Aana,15 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,30,00,000"
"Samakhusi, Samakhusi, Kathmandu",5,2,3,2,North,,0-3-1-1 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 2,55,00,000"
"army medical college, Sanobharyang, Kathmandu",0,0,2.5,1,North,2076,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,00,00,000 Total price"
"Tikathali, Tikathali, Lalitpur",0,0,0,1,North,,0-3-0-0 Sq. Feet,13 Feet / Gravelled,0-2-2-0 Sq. Feet,4 years ago,"NPR. 1,60,00,000"
"Bardiya, Guleriya, Bardiya",4,1,,0,North,2074,1 Kattha,14 Feet / Soil Stabilized,N/A Kattha,4 years ago,"NPR. 36,50,000 Total price"
"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",0,0,,0,South,,9 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,95,00,000 Total price"
"Near by Bhatbhatei Super Market., Balaju, Kathmandu",12,4,4,5,North,,0-4-0-2 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 4,50,00,000"
"Near Buddha Party Palace, Imadol, Lalitpur",5,3,3,0,South,,3.5 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price"
"Sitapaila, Sitapaila, Kathmandu",6,5,,2,East,2023,4 Aana,13 Feet,2150 Sq. Feet,3 weeks ago,"NPR. 3,25,00,000 Onwards"
"Lazimpat, Lazimpat, Kathmandu",0,0,3,0,South East,,6 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 3,00,00,000"
"Birendra Chowk, Kadaghari, Kathmandu",0,0,,0,North,,4 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price"
"Sital Height, Imadol, Imadol, Lalitpur",4,4,3,1,North,2078,0-3-0-0 Aana,13 Feet / Gravelled,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price"
"Basundhara, Basundhara, Kathmandu",0,0,3,0,East,,6 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 3,00,00,000"
"Imadol, Imadol, Lalitpur",5,3,3,0,North,2076,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,95,00,000 Total price"
"Dadhikot, Dadikot, Bhaktapur",0,0,,0,North,,0-3-0-3 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,West,2074,0-3-2-2 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000"
"Gurujudhara, Gurujudhara, Kathmandu",2,1,1,0,West,,0-3-1-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 85,00,000 Total price"
"Sano Bharyang, Sanobharyang, Kathmandu",6,4,,1,West,2080,0-5-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,20,00,000"
"lolang hariyali basti, Tarkeshwor, Kathmandu",0,0,,0,East,,0-3-0-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price"
"111, Thali, Kathmandu",4,2,2,1,East,2073,3 Aana 1 paisa Aana,10 Feet / Gravelled,N/A Aana,3 weeks ago,"NPR. 1,35,00,000 Per Aana"
"RAMKOT, Sitapaila, Kathmandu",3,4,2.5,2,East,2074,0-3-0-3 Aana,20 Feet / Blacktopped,1916.52 Aana,2 months ago,"NPR. 3,41,00,000"
"Ramhiti, Boudha, Kathmandu",0,0,4,0,East,,7 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 3,30,00,000"
"Chunnikhel, Budhanilkantha, Kathmandu",2,1,1,2,North,,0-3-2-0 Aana,14 Feet / Paved,1198.033 Sq. Feet,2 days ago,"NPR. 1,95,00,000 Onwards"
"Bhadrakali Petrol Pump, Imadol, Lalitpur",7,3,3,1,North,2080,0-3-0-2 Aana,0 Feet,N/A Aana,5 days ago,"NPR. 2,90,00,000 Onwards"
"Samakhusi, Samakhusi, Kathmandu",6,4,4,3,North,,0-3-0-1 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 2,25,00,000"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,East,2074,0-3-2-3 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000"
"Narayantar, Jorpati, Kathmandu",9,3,3,0,South West,,3 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,65,00,000"
"Thapa chowk, Sitapaila, Kathmandu",5,4,3,1,East,2075,0-4-1-1 Aana,13 Feet,973 Aana,5 years ago,"NPR. 2,55,00,000"
"Darjeling Height, Sipadol, Bhaktapur",7,4,3.5,1,West,2076,0-3-0-0 Aana,20 Feet / Gravelled,3500 Aana,4 years ago,"NPR. 1,90,00,000 Total price"
"Dharan-13, Dharan, Dharan",0,0,2,0,North,,16 Dhur,15 Feet / Blacktopped,N/A Dhur,4 years ago,"NPR. 1,25,00,000"
"Sanagaun height, Imadol, Lalitpur",4,3,2.5,1,North East,2076,0-3-2-0 Aana,20 Feet / Gravelled,750 Aana,4 years ago,"NPR. 1,95,00,000 Total price"
"Rudreshwor chowk, Budhanilkantha, Kathmandu",5,5,2.5,2,South,2079,5.75 Aana,15 Feet / Blacktopped,2600 Aana,1 year ago,"NPR. 4,95,00,000 Total Price"
"Thapagaun, Thapagaun, Kathmandu",0,0,,0,South,,0-4-2-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,90,00,000 Total price"
"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",0,0,,0,South,,8 Aana,15 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 4,50,00,000 Total price"
"Tri Chowk  bharatpur, Bharatpur, Chitwan",2,1,1,0,South,,6 Dhur,6 Meter / Blacktopped,N/A Dhur,4 years ago,"NPR. 50,00,000 Total price"
"Banbatika, Thali, Kathmandu",2,1,1,1,North East,,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,50,00,000 Total price"
"Thulobharyang, Thulo Bharyang, Kathmandu",5,4,3,1,North,2080,0-3-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,15,00,000"
"Balambu Hariyali, Balambu, Kathmandu",7,0,,0,South,,3 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,55,00,000"
"Pragati chowk, Kapan, Kathmandu",5,3,,1,South,2080,0-2-2-3 Aana,18 Feet / Blacktopped,N/A Aana,1 month ago,"NPR. 2,50,00,000 Total Price"
"Hattidada Gothatar 9, Kadaghari, Kathmandu",11,0,2,0,West,,5 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price"
"Purano Naikap, Naikap, Kathmandu",0,0,,0,East,,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 95,00,000 Total price"
"Dhumbarahi Temple, Dhumbarahi, Kathmandu",0,0,,0,East,,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,West,2074,0-3-3-2 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000"
"Ramhiti,Bouddha, Boudha, Kathmandu",0,4,3,2,South East,2069,4.1 aana Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,80,00,000"
"Dhaneshwor Temple, Gongabu, Kathmandu",4,3,2.5,0,North,2076,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000 Total price"
"Sundar Tole, Makalbari, Kathmandu",7,3,2.5,2,West,2067,0-4-1-1 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,00,00,000 Total price"
"Harisiddhi, Harisiddhi, Lalitpur",3,3,3,1,South East,,0-3-0-3 Aana,18 Feet,N/A Aana,4 years ago,"NPR. 2,00,00,000 Onwards"
"Tarkeshwor, Kathmandu, Tarkeshwor, Kathmandu",2,1,1,1,West,2078,4 anna 2 paisa Aana,26 Feet / Gravelled,0 Aana,2 months ago,"NPR. 1,95,00,000 Onwards"
"Dharan-16, Dharan, Dharan",0,0,,0,West,,5 Dhur,52 Feet / Blacktopped,N/A Dhur,4 years ago,"NPR. 80,00,000 Total price"
"Kapan, Kathmandu, Kapan, Kathmandu",10,4,3.5,1,West,,0-3-0-2 Aana,13 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 2,10,00,000 Total Price"
"Harisiddhi, Harisiddhi, Lalitpur",0,0,,0,South,,0-5-3-0 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price"
"Kharibot, Samakhusi, Kathmandu",5,3,2.5,1,North,2076,0-3-1-2 Aana,13 Feet / Blacktopped,1968 Aana,1 month ago,"NPR. 2,70,00,000 Total Price"
"Ganesh Chowk ,Binayak Colony, Budhanilkantha, Kathmandu",6,5,2,3,West,,0-4-0-2 Aana,13 Feet / Gravelled,1412.022 Sq. Feet,1 week ago,"NPR. 3,80,00,000 Onwards"
"Near, Pipalbot, Dhumbarahi, Kathmandu",8,6,3,4,South,,0-4-1-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,25,00,000"
"House, Ekatabasti, Kathmandu",7,0,3,2,East,2019,4.5 Aana,13 Feet / Blacktopped,3.5 Aana,4 years ago,"NPR. 2,75,00,000 Onwards"
"Jagadol, Chunnikhel,Budhanilkantha, Budhanilkantha, Kathmandu",4,2,1.5,1,North West,2074,0-5-0-0 Aana,13 Feet / Soil Stabilized,1350 Aana,2 years ago,"NPR. 1,65,00,000 Total price"
"Nearby Pawan Pakriti School., Tikathali, Lalitpur",2,1,1.5,1,South,2076,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,25,00,000 Total price"
"New Baneshwor, Shantinagar, Kathmandu",7,3,3,1,West,,0-7-3-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,35,00,000 Total price"
"Wasa hiti, Thaiba, Lalitpur",4,4,3,2,East,2075,0-4-0-1 Aana,13 Feet / Gravelled,2500 Aana,4 years ago,"NPR. 1,90,00,000"
"Na, Mandikatar, Kathmandu",2,2,1,1,South West,2076,3.1 ana Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,40,00,000"
"Towkhel Area, Sitapaila, Kathmandu",4,4,4,1,West,2079,0-3-3-0 Aana,13 Feet / Gravelled,N/A Aana,8 months ago,"NPR. 2,25,00,000 Total Price"
"jharankhu, Dharmasthali, Kathmandu",0,0,,1,South East,,0-2-2-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,35,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",5,6,3,3,East,2077,0-6-0-0 Aana,26 Feet / Blacktopped,2800 Aana,3 years ago,"NPR. 4,50,00,000"
"Changathali, Imadol, Lalitpur",2,1,2,0,West,,3 Aana,5 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 65,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",4,5,2.5,2,South East,2080,0-8-1-0 Aana,20 Feet / Blacktopped,3246 Sq. Feet,2 months ago,"NPR. 6,41,50,000"
"Imadol, Imadol, Lalitpur",0,0,,0,South,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,75,00,000 Total price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,North,2074,0-3-2-3 Sq. Feet,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000"
"Nagarjun, Syuchatar, Kathmandu",0,0,,0,South,,20 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,00,00,000"
"Green Village Society, Syuchatar, Kathmandu",4,2,1.5,1,South,2072,0-4-3-0 Aana,18 Feet / Concrete,151 Aana,4 years ago,"NPR. 1,65,00,000 Total price"
"Kapan, Paiyatar, Kathmandu, Kapan, Kathmandu",11,4,3,2,East,2077,0-4-1-0 Aana,13 Feet / Blacktopped,2600 Aana,3 years ago,"NPR. 2,65,00,000"
"Sukedhara, Sukedhara, Kathmandu",3,2,2,0,South West,,3.1 Aana,24 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000"
"Ganesh Chowk, Budhanilkantha, Kathmandu",6,4,,2,East,,0-4-1-0 Aana,16 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,55,00,000 Total Price"
"Korean Church, Imadol, Lalitpur",3,3,3,2,South,2076,0-3-1-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,85,00,000 Total price"
"Bhangal, Bhangal, Kathmandu",4,3,3,1,South,2074,0-4-2-0 Sq. Feet,26 Feet / Paved,2856 Sq. Feet,4 years ago,"NPR. 3,25,00,000 onwards"
"Shree tole, Basundhara, Kathmandu",4,3,2,0,South,,3.1 Aana,15 Feet / Gravelled,3 Aana,4 years ago,"NPR. 2,30,00,000 Onwards"
"Rudreshwor Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",4,4,3,1,South,2078,0-8-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,2 years ago,"NPR. 4,50,00,000 TOTAL PRICE"
"Budhanilkanth, Budhanilkantha, Kathmandu",0,0,,0,South,,4 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price"
"Baluwakhani(Kapan), Kapan, Kathmandu",0,4,3,2,West,2079,9 Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 6,50,00,000"
"na, Basundhara, Kathmandu",6,6,3,2,South West,,8 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,50,00,000"
"Manahari, Hetauda, Makwanpur",4,4,2,4,East,2019,0-4-0-0 / 322 Aana,14 Feet / Paved,0-4-0-0 / 322 Aana,4 years ago,"NPR. 2,00,00,000 Onwards"
"Near Pawan Prakriti School, Imadol, Lalitpur",2,1,1,4,East,2074,3.5 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,42,00,000"
"Samakhusi, Samakhusi, Kathmandu",10,0,3,0,South,,4.2 Aana,6 Meter,N/A Aana,4 years ago,"NPR. 3,45,00,000"
"Dharan-15, Dharan, Dharan",0,0,,0,West,,5 Dhur,15 Feet / Gravelled,N/A Dhur,4 years ago,"NPR. 85,00,000 Total price"
"Kumari Marg, Bansbari, Kathmandu, Bansbari, Kathmandu",4,4,3,1,North East,2048,0-12-0-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"NPR. 68,00,000 Per Aana"
"Opposite of Grandy Hospital, Tokha, Kathmandu",6,4,3,3,West,,7.5 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 5,30,00,000"
"Valley Public H.S. School, Kapan, Kathmandu",11,0,3,0,North,,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,55,00,000 Total price"
"Bhangal, Kapan, Kathmandu",0,0,,0,North East,,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,4 years ago,"NPR. 2,15,00,000 Total price"
"Ramkot, Kathmandu, Ramkot, Kathmandu",3,3,3.5,0,East,2080,0-3-1-2 Aana,20 Feet / Concrete,N/A Sq. Feet,2 weeks ago,"NPR. 2,30,00,000 Total Price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,South East,2074,0-3-3-0 Aana,20 Feet / Blacktopped,1744.78 Aana,2 months ago,"NPR. 3,57,50,000"
"Kavresthali, Balaju, Kavresthali, Kathmandu",6,3,3,1,North East,2018,3.2 Aana,0 Feet,792 Aana,4 years ago,"NPR. 1,90,00,000"
"Imadol Swimming Pool, Imadol, Lalitpur",6,3,2.5,1,South,2076,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,95,00,000 Total price"
"Buddha Colony, Imadol, Lalitpur",5,3,2.5,1,South East,2076,0-3-0-2 Aana,13 Feet / Gravelled,1700 Aana,4 years ago,"NPR. 1,75,00,000 Total price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,East,2074,0-3-2-0 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000"
"20 Meter From Narayanthan Mandir, Budhanilkantha, Kathmandu",10,6,3.5,7,North East,,1-8-0-0 Aana,16 Feet / Blacktopped,N/A Aana,3 months ago,"NPR. 14,00,00,000 Total Price"
"Nearby Aakashedhara, Kapan, Kathmandu",7,0,,0,East,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,70,00,000"
"Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",5,6,2.5,2,West,2077,0-5-0-0 Aana,14 Feet / Concrete,N/A Aana,3 years ago,"NPR. 4,60,00,000"
"Kapan height, Kapan, Kathmandu",6,4,2.5,1,South,2080,0-4-1-3 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,95,00,000 Total Price"
"Nayabasti, Imadol, Lalitpur",4,3,3,0,South,,0-2-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,50,00,000 Total price"
"Dhumbarahi, Dhumbarahi, Kathmandu",10,0,,3,South,,7 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 3,80,00,000"
"Lokanthali, Lokanthali, Bhaktapur",0,0,4,0,South West,,5 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 2,55,00,000"
"Aakashaydhara, Kapan, Kathmandu",0,0,,0,West,,3 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,50,00,000"
"Ravi Bhawan, Kathmandu, Ravi Bhawan, Kathmandu",5,6,2.5,1,South,,0-4-0-0 Aana,32 Feet / Blacktopped,2950 Aana,4 weeks ago,"NPR. 5,25,00,000 Total Price"
"Sanagau height, Imadol, Lalitpur",6,4,2.5,1,South,2076,0-3-0-2 Aana,16 Feet / Gravelled,1700 Aana,4 years ago,"NPR. 1,75,00,000 Total price"
"Manamaiju, Manamaiju, Kathmandu",0,0,3,0,West,,5.5 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000"
"Tarkeshwor Municipality Head Office, Tarkeshwor, Kathmandu",7,3,,0,West,,4 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 80,00,000 Total price"
"Chandol Kathmandu, Chandol, Kathmandu",4,3,2,2,East,2073,0-3-2-0 Aana,4 Meter / Soil Stabilized,0-3-2-0 Aana,4 years ago,"NPR. 2,45,00,000 total"
"Basundhara, Basundhara, Kathmandu",5,2,3,0,South,,5 Aana,14 Feet,N/A Aana,4 years ago,"NPR. 3,90,00,000"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,North,2074,0-3-3-3 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,41,00,000"
"Kadaghari, Kathmandu, Kadaghari, Kathmandu",3,2,2,1,North,2070,0-3-0-0 Aana,13 Feet / Paved,N/A Sq. Feet,1 month ago,"NPR. 2,00,00,000 Total Price"
"Fulbari Marga, Bhaisepati, Lalitpur",5,4,3,1,South East,2073,0-4-3-1 Aana,13 Feet / Blacktopped,2450 Aana,4 years ago,"NPR. 2,85,00,000 Total price"
"Sundarbasti, Budhanilkantha, Kathmandu",5,4,3,3,East,,4 Aana,13 Feet,N/A Sq. Feet,4 years ago,"NPR. 1,92,00,000"
"Ramkot, Kathmandu, Ramkot, Kathmandu",8,8,3.5,2,West,2077,0-8-0-0 Aana,13 Feet / Concrete,N/A Aana,2 weeks ago,"NPR. 4,40,00,000 Total Price"
"Bafal, Bafal, Kathmandu",4,0,3,0,West,,4.5 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,65,00,000"
