Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Posted Date,Price,District,Location,Road Distance,Type of Road
4,4,3.0,1,East,2078.0,1326.21,2 months ago,42000000,Kathmandu,Budhanilkantha,20,Blacktopped
5,5,2.5,1,North,,3080.25,5 months ago,80000000,Kathmandu,Sanobharyang,20,Blacktopped
6,5,3.0,3,South,2068.0,2738.0,1 year ago,72500000,Kathmandu,Balkhu,20,Blacktopped
7,0,2.0,0,North,,855.62,4 years ago,13200000,Kathmandu,Kadaghari,13,Gravelled
5,3,2.5,2,South,,1197.87,4 years ago,17000000,Lalitpur,Lubhu,20,Blacktopped
8,3,2.5,1,South,2076.0,1026.75,4 years ago,17000000,Lalitpur,Imadol,13,Gravelled
5,4,2.5,1,North East,2077.0,1026.75,3 years ago,18500000,Lalitpur,Imadol,12,Gravelled
2,1,,0,East,,1625.68,4 years ago,13800000,Kathmandu,Pasikot,12,Soil Stabilized
2,1,1.5,1,West,2076.0,1155.09,4 years ago,12500000,Lalitpur,Imadol,13,Gravelled
7,5,2.5,2,South East,2069.0,5476.0,2 weeks ago,80000000,Kathmandu,Manamaiju,13,Concrete
7,5,4.0,2,West,2078.0,1711.25,1 year ago,49500000,Kathmandu,Budhanilkantha,13,Blacktopped
4,5,3.0,1,North,2076.0,1026.75,4 years ago,18000000,Lalitpur,Nakkhu,13,Soil Stabilized
0,3,3.0,1,East,,1369.0,4 years ago,21000000,Lalitpur,Imadol,12,
4,4,2.0,2,East,2080.0,1540.12,3 weeks ago,35000000,Kathmandu,Budhanilkantha,13,Gravelled
5,4,3.0,4,East,,1647.0700000000002,3 years ago,26000000,Kathmandu,Sukedhara,0,
6,4,2.0,2,South,2080.0,1454.56,2 months ago,42500000,Lalitpur,Imadol,13,Paved
5,3,,0,West,2079.0,1155.09,6 months ago,29000000,Kathmandu,Kalanki,13,Gravelled
6,3,3.0,2,South,2075.0,1454.56,4 months ago,34000000,Kathmandu,Kageshwari-Manohara,20,Blacktopped
2,1,1.0,2,North East,2080.0,1197.87,1 month ago,18000000,Lalitpur,Tikathali,13,Gravelled
6,5,3.0,1,South,,1197.87,1 week ago,35500000,Lalitpur,Imadol,13,
0,0,3.0,2,South West,2080.0,1796.81,1 month ago,55000000,Lalitpur,Imadol,16,Paved
0,0,2.0,2,South West,,1882.37,1 month ago,48000000,Lalitpur,Imadol,20,
0,0,2.0,2,South East,2080.0,1475.95,1 month ago,42500000,Lalitpur,Dholahiti,16,Gravelled
6,6,,1,North East,2080.0,1454.56,6 months ago,33000000,Kathmandu,Sitapaila,13,Paved
0,0,3.0,2,South,2080.0,1155.09,1 month ago,35500000,Lalitpur,Imadol,20,Gravelled
0,3,2.0,2,East,,1283.43,1 month ago,26000000,Lalitpur,Tikathali,11,
4,3,2.0,1,East,2080.0,962.57,1 month ago,23000000,Lalitpur,Tikathali,13,Gravelled
6,4,,1,West,2080.0,941.18,1 week ago,32000000,Lalitpur,Imadol,13,Gravelled
4,3,2.0,2,South West,2080.0,941.18,1 month ago,23500000,Lalitpur,Imadol,13,Gravelled
5,4,,1,East,2080.0,1112.31,1 month ago,39500000,Lalitpur,Harisiddhi,20,
0,0,2.0,1,West,2078.0,2310.18,2 months ago,45000000,Lalitpur,Harisiddhi,13,Gravelled
5,4,,1,North,2080.0,1112.31,1 month ago,32000000,Lalitpur,Imadol,13,
0,3,2.0,1,West,2077.0,1112.31,1 month ago,20000000,Lalitpur,Lubhu,13,Gravelled
5,4,2.0,1,South,,1112.31,1 week ago,29500000,Lalitpur,Imadol,0,Paved
4,4,3.0,1,North,2080.0,1240.65,1 month ago,28500000,Lalitpur,Harisiddhi,20,Gravelled
6,4,3.0,1,South,,1540.12,1 week ago,29000000,Lalitpur,Imadol,0,Paved
3,3,2.0,1,South,2079.0,16684.68,1 month ago,17500000,Lalitpur,Lamatar,13,Paved
0,4,3.0,2,South,2080.0,1112.31,1 month ago,30500000,Lalitpur,Imadol,13,Paved
0,2,3.0,1,North,,1197.87,2 months ago,33500000,Lalitpur,Imadol,13,
6,5,2.0,2,East,2080.0,1411.78,3 months ago,35000000,Kathmandu,Budhanilkantha,13,Paved
0,4,3.0,1,North East,,1283.43,1 month ago,28500000,Lalitpur,Harisiddhi,13,
0,4,2.0,1,West,2080.0,1112.31,1 month ago,31000000,Lalitpur,Imadol,13,Gravelled
4,4,2.0,1,East,2080.0,983.96,1 month ago,23000000,Lalitpur,Imadol,13,Gravelled
0,0,3.0,3,South,,1796.81,1 month ago,55000000,Lalitpur,Imadol,13,Paved
2,1,1.0,2,North West,2077.0,1197.87,2 months ago,17000000,Lalitpur,Lubhu,20,
0,0,3.0,2,South East,,1240.65,2 months ago,31000000,Lalitpur,Imadol,13,
0,0,3.0,2,South,2080.0,1390.39,1 month ago,39500000,Lalitpur,Imadol,13,Gravelled
0,0,2.0,2,North,2080.0,1155.09,1 month ago,29900000,Lalitpur,Imadol,0,
4,0,,2,South,2075.0,2438.53,4 years ago,45000000,Kathmandu,Basbari,20,Paved
3,4,3.0,1,East,2072.0,1347.6,4 years ago,33000000,Kathmandu,Budhanilkantha,20,Blacktopped
5,0,3.0,0,North East,,1475.95,4 years ago,28500000,Kathmandu,Golfutar,12,Gravelled
0,2,,0,East,,855.62,4 years ago,13500000,Kathmandu,Bafal,12,
0,3,2.0,1,North East,2072.0,1283.43,1 month ago,29000000,Kathmandu,Kapan,13,Gravelled
2,1,1.0,1,West,2078.0,1540.12,2 months ago,19500000,Kathmandu,Tarkeshwor,26,Gravelled
0,4,3.0,2,South,2080.0,1026.75,1 month ago,28000000,Lalitpur,Imadol,13,Gravelled
5,4,,1,South,,1026.75,1 month ago,29800000,Lalitpur,Imadol,16,
4,3,3.0,1,East,2079.0,1369.0,1 week ago,35000000,Lalitpur,Sunakothi,13,Blacktopped
4,2,,1,East,2073.0,1026.75,4 years ago,15500000,Bhaktapur,Balkot,13,Gravelled
5,3,,1,North East,2069.0,1369.0,6 months ago,27500000,Kathmandu,Chhauni,12,Paved
6,4,3.0,1,South,2070.0,1369.0,3 years ago,32500000,Bhaktapur,Kausaltar,20,Gravelled
4,4,3.0,2,East,2080.0,1026.75,1 month ago,27500000,Lalitpur,Imadol,13,Gravelled
5,3,,0,North East,2080.0,1026.75,6 months ago,32500000,Kathmandu,Thulo Bharyang,12,Paved
4,4,,1,South,,1026.75,1 week ago,26500000,Lalitpur,Imadol,13,Paved
4,4,2.0,2,West,2080.0,1369.0,3 months ago,35000000,Lalitpur,Bhaisepati,20,Paved
0,2,2.5,1,North West,2079.0,1026.75,3 months ago,34000000,Kathmandu,Thulo Bharyang,13,Paved
5,5,,1,South East,2080.0,11978.75,1 month ago,45000000,Lalitpur,Sano Gaun,16,
5,3,3.0,1,South,,1369.0,9 months ago,27500000,Bhaktapur,Suryabinayak,13,
0,0,,0,North,,2053.5,3 years ago,20000000,Bhaktapur,Suryabinayak,20,Paved
5,5,2.5,0,South West,2074.0,4449.25,3 months ago,97500000,Kathmandu,Sanobharyang,20,Blacktopped
14,4,3.0,0,East,,24299.75,5 years ago,35000000,Bhaktapur,Lokanthali,14,
2,3,2.0,2,East,,2738.0,6 months ago,43500000,Kathmandu,Kalanki,14,
0,0,,0,West,,1369.0,6 months ago,35000000,Kathmandu,Balambu,14,
5,4,2.0,10,East,2065.0,9925.25,3 months ago,175000000,Kathmandu,Sitapaila,16,Blacktopped
4,3,,1,East,2069.0,11978.75,1 month ago,32000000,Lalitpur,Bhaisepati,20,
6,3,3.0,1,South,2080.0,1026.75,1 week ago,26000000,Lalitpur,Tikathali,13,Paved
10,5,4.0,6,North East,,8214.0,3 months ago,145000000,Kathmandu,Budhanilkantha,18,
2,1,1.0,0,North East,2077.0,2053.5,2 years ago,5200000,Bhaktapur,Nagarkot,0,Soil Stabilized
5,4,3.0,1,North,2080.0,1026.75,1 week ago,27500000,Lalitpur,Imadol,13,Paved
0,3,3.0,2,South,2071.0,1369.0,1 month ago,22000000,Lalitpur,Imadol,13,Gravelled
6,3,3.0,3,North,2073.0,1369.0,3 years ago,14500000,Bhaktapur,Duwakot,10,Gravelled
5,4,3.5,0,North West,,49626.25,1 year ago,69500000,Lalitpur,Dhapakhel,11,Blacktopped
4,4,,2,North,,4107.0,5 months ago,110000,Kathmandu,Chandol,0,
4,5,,1,West,2080.0,15401.25,6 months ago,45000000,Kathmandu,Bhangal,13,Gravelled
4,4,,1,South East,,1369.0,1 month ago,31500000,Lalitpur,Satdobato,13,
5,3,3.0,1,East,2080.0,1026.75,3 months ago,22500000,Kathmandu,Kapan,10,Gravelled
5,4,3.0,3,South,,1026.75,2 weeks ago,33500000,Lalitpur,Imadol,13,Paved
8,7,3.5,2,East,2075.0,24299.75,5 years ago,33000000,Lalitpur,Harisiddhi,10,
12,4,,0,South,,1369.0,5 years ago,22500000,Bhaktapur,Dadikot,20,
3,4,3.0,2,North,2069.0,1026.75,3 years ago,19000000,Bhaktapur,Balkot,10,Soil Stabilized
5,4,,0,South East,2080.0,1026.75,6 months ago,24500000,Kathmandu,Sitapaila,12,Paved
3,1,1.0,1,East,2076.0,1369.0,3 years ago,8000000,Bhaktapur,Bhaktapur,8,
2,1,,1,South,,1026.75,1 month ago,15000000,Lalitpur,Imadol,13,
0,3,,1,East,,1711.25,2 months ago,31000000,Lalitpur,Bhaisepati,13,Blacktopped
3,4,3.0,1,South West,2073.0,1026.75,3 months ago,19900000,Kathmandu,Gokarneshwor,13,Blacktopped
0,4,,2,North,2077.0,1369.0,4 months ago,45000000,Kathmandu,Budhanilkantha,0,Blacktopped
5,3,3.0,1,East,2076.0,1369.0,5 months ago,30000000,Kathmandu,Gothatar,20,Blacktopped
5,3,2.0,2,South,2078.0,1026.75,3 months ago,25000000,Lalitpur,Imadol,13,Gravelled
3,1,2.0,2,West,2080.0,1026.75,6 months ago,12500000,Kathmandu,Chandragiri,14,Paved
5,7,3.0,2,East,2076.0,7529.5,3 years ago,140000000,Bhaktapur,Bode,20,Gravelled
5,5,2.5,2,North,,3080.25,1 year ago,52500000,Bhaktapur,Balkot,26,Paved
6,6,,2,South East,,2053.5,1 month ago,55000000,Lalitpur,Bhaisepati,26,
0,0,3.0,1,North,,1369.0,2 months ago,33000000,Lalitpur,Tikathali,10,Gravelled
4,2,3.0,10,South East,,9925.25,6 months ago,175000000,Kathmandu,Sitapaila,16,
8,4,4.0,1,West,2075.0,1711.25,2 years ago,29900000,Kathmandu,Goldhunga,10,Gravelled
11,3,3.0,0,North,,1369.0,4 years ago,24000000,Kathmandu,Nepaltar,13,Blacktopped
10,6,3.0,4,East,,10952.0,4 years ago,24000000,Kathmandu,Pepsicola,13,
0,0,3.0,0,South,,2053.5,4 years ago,37500000,Kathmandu,Hattigauda,20,
9,0,3.0,0,South East,,11978.75,4 years ago,19800000,Kathmandu,Basundhara,12,Gravelled
4,4,3.0,2,North East,2076.0,1711.25,4 years ago,30500000,Kathmandu,Budhanilkantha,15,Blacktopped
7,6,,0,South West,,4791.5,4 years ago,72500000,Kathmandu,Basundhara,20,
9,4,4.0,0,East,,21561.75,4 years ago,34500000,Kathmandu,Sukedhara,12,
0,0,4.0,0,North,,2395.75,4 years ago,55000000,Kathmandu,Naxal,20,
9,4,3.0,3,South,,1026.75,4 years ago,22500000,Kathmandu,Samakhusi,13,Blacktopped
0,0,,0,West,,1711.25,4 years ago,10000000,Lalitpur,Lamatar,12,Soil Stabilized
5,3,3.0,0,South,,1369.0,4 years ago,27500000,Kathmandu,Tokha,26,Gravelled
4,3,,0,South,,1026.75,4 years ago,16500000,Kathmandu,Nag Pokhari,12,
4,2,2.0,2,South,,10609.75,4 years ago,21000000,Kathmandu,Swayambhu,18,
5,4,,0,North,,1369.0,4 years ago,26000000,Lalitpur,Bhaisepati,13,Blacktopped
0,0,2.0,0,West,2075.0,5133.75,3 years ago,9500000,Kathmandu,Kirtipur,12,Gravelled
11,0,,0,North,,1711.25,4 years ago,29800000,Kathmandu,Sukedhara,13,Blacktopped
5,3,3.0,1,East,,1369.0,4 years ago,22500000,Kathmandu,Naikap,13,
11,0,3.0,0,South,,2053.5,4 years ago,45000000,Kathmandu,Basundhara,14,
0,0,,0,South,,1369.0,4 years ago,10500000,Bhaktapur,Changunarayan,10,Blacktopped
0,0,4.0,0,East,,3080.25,3 years ago,57500000,Kathmandu,Chabahil,0,
4,0,,0,South,,8556.25,4 years ago,8500000,Kathmandu,Tarkeshwor,10,
0,0,3.0,0,West,,1711.25,4 years ago,52500000,Kathmandu,Baneshwor,0,
0,0,3.0,0,West,,1369.0,4 years ago,17500000,Kathmandu,Pasikot,16,
0,0,,0,West,,2738.0,4 years ago,25000000,Lalitpur,Lamatar,14,Gravelled
4,4,3.0,2,West,2071.0,10952.0,4 years ago,15000000,Kathmandu,Kapan,0,
0,0,3.0,0,South,,2738.0,4 years ago,51000000,Kathmandu,Mandikatar,15,Blacktopped
6,4,3.5,3,South East,,10952.0,4 years ago,36000000,Kathmandu,Kadaghari,13,
5,2,3.0,0,West,,11978.75,4 years ago,22700000,Kathmandu,Thulo Bharyang,12,Gravelled
0,0,2.0,0,East,,1026.75,4 years ago,12500000,Lalitpur,Harisiddhi,13,Gravelled
6,3,3.0,3,South,,1369.0,4 years ago,16500000,Kathmandu,Tarkeshwor,12,
0,0,3.0,0,West,,8556.25,3 years ago,11000000,Kathmandu,Kapan,12,
12,0,4.0,4,East,,2395.75,4 years ago,40000000,Kathmandu,Dhumbarahi,13,
8,3,4.0,1,South West,,1369.0,4 years ago,31000000,Kathmandu,Chundevi,14,Gravelled
6,3,3.0,2,East,2076.0,1711.25,4 years ago,27800000,Kathmandu,Mandikatar,13,Gravelled
10,0,3.0,3,West,,2053.5,4 years ago,29800000,Kathmandu,Budhanilkantha,13,
10,6,5.0,4,West,,14374.5,4 years ago,30000000,Kathmandu,Gongabu,10,
5,3,3.0,0,East,,14716.75,4 years ago,26000000,Kathmandu,Basundhara,12,Blacktopped
0,0,3.0,3,East,,3080.25,4 years ago,60000000,Kathmandu,Tokha,13,
3,4,,1,North,2075.0,11978.75,4 years ago,27000000,Kathmandu,Tahachal,0,
10,0,3.0,0,East,,17454.75,4 years ago,31800000,Kathmandu,Sukedhara,14,Blacktopped
4,4,2.5,0,North West,,14374.5,4 years ago,25500000,Lalitpur,Nakkhu,14,Gravelled
6,0,,1,North East,2075.0,1369.0,4 years ago,25000000,Kathmandu,Banasthali,16,Gravelled
4,4,3.0,4,North East,2066.0,6160.5,4 years ago,115000000,Kathmandu,Basbari,13,Paved
0,0,,0,East,,3080.25,4 years ago,49500000,Lalitpur,Hattiban,16,Blacktopped
0,0,3.0,0,East,,11978.75,4 years ago,26500000,Kathmandu,Basundhara,12,
0,0,,0,South,,2053.5,4 years ago,32000000,Kathmandu,Baneshwor,12,Blacktopped
6,6,4.0,2,South,2075.0,2053.5,4 years ago,42500000,Kathmandu,Basundhara,15,Blacktopped
0,0,,0,South,,1369.0,4 years ago,20000000,Kathmandu,Jorpati,15,
0,0,3.0,0,South,,1369.0,4 years ago,24000000,Kathmandu,Jorpati,15,Blacktopped
6,2,3.0,1,East,2064.0,3764.75,4 years ago,17500000,Kathmandu,Mulpani,20,Gravelled
6,3,3.0,3,West,,1369.0,4 years ago,27500000,Kathmandu,Samakhusi,13,Blacktopped
4,3,,0,North West,,18823.75,4 years ago,32500000,Kathmandu,Basundhara,16,Gravelled
10,0,3.0,0,North,,1711.25,4 years ago,22000000,Kathmandu,Budhanilkantha,15,Blacktopped
0,0,4.0,0,South,,17454.75,4 years ago,60000000,Kathmandu,Balkhu,0,
42,0,,0,South,,2395.75,4 years ago,142500000,Kathmandu,Budhanilkantha,22,Blacktopped
2,1,1.0,2,West,2075.0,10952.0,4 years ago,12800000,Kathmandu,Budhanilkantha,12,Gravelled
3,1,1.0,0,North,,1026.75,4 years ago,11000000,Lalitpur,Imadol,14,Gravelled
12,4,4.0,0,South East,,1369.0,4 years ago,22500000,Bhaktapur,Dadikot,20,
5,4,3.0,4,South,,5133.75,4 years ago,52500000,Kathmandu,Sukedhara,13,Gravelled
0,0,2.5,0,North,,1369.0,4 years ago,42000000,Kathmandu,Sukedhara,20,Blacktopped
4,0,2.0,2,East,2077.0,2395.75,1 month ago,75000000,Kathmandu,Budhanilkantha,20,Paved
5,6,2.0,3,North East,,2395.75,1 year ago,64000000,Kathmandu,Dhapasi,16,
5,0,3.0,0,South,,1369.0,4 years ago,34000000,Kathmandu,Baluwatar,15,Blacktopped
3,3,3.0,0,East,,11978.75,4 years ago,26000000,Kathmandu,Basundhara,12,
0,0,3.0,0,South,,1369.0,4 years ago,20500000,Lalitpur,Nakhipot,10,Gravelled
4,5,3.0,0,South,,3422.5,4 years ago,70000000,Kathmandu,Banasthali,12,
5,4,3.0,0,South,,1711.25,4 years ago,32000000,Kathmandu,Hattigauda,15,Gravelled
10,0,3.0,0,South,,1369.0,4 years ago,23000000,Kathmandu,Swayambhu,12,Blacktopped
5,3,2.5,0,South West,,1369.0,4 years ago,29000000,Kathmandu,Golfutar,15,Blacktopped
0,4,2.0,2,North,2080.0,1711.25,3 weeks ago,47500000,Kathmandu,Budhanilkantha,0,Blacktopped
0,0,4.0,0,West,,1026.75,4 years ago,25000000,Kathmandu,Hadigaun,13,
0,0,1.0,0,East,,11294.25,4 years ago,11500000,Lalitpur,Harisiddhi,13,
6,5,3.0,3,South East,2074.0,2738.0,4 years ago,43000000,Kathmandu,Tokha,12,Gravelled
7,5,3.0,8,East,2059.0,5133.75,4 years ago,70000000,Kathmandu,Maharajgunj,12,Blacktopped
0,0,3.0,0,West,,14032.25,4 years ago,26000000,Kathmandu,Tokha,15,Blacktopped
0,0,,0,South East,,684.5,4 years ago,15000000,Kathmandu,Chandol,20,
7,6,3.0,2,South,2075.0,1711.25,3 years ago,35000000,Kathmandu,Pasikot,12,Gravelled
0,0,3.0,0,East,,28406.75,4 years ago,66000000,Kathmandu,Budhanilkantha,40,Blacktopped
0,0,3.0,1,East,,8556.25,4 years ago,14000000,Kathmandu,Jorpati,10,
0,0,,0,West,,1026.75,4 years ago,14500000,Lalitpur,Sano Gaun,13,Gravelled
5,4,3.0,4,South West,,1369.0,4 years ago,37000000,Kathmandu,Chabahil,12,
9,4,5.0,0,East,,1026.75,4 years ago,39000000,Kathmandu,Jorpati,36,
8,0,3.0,0,North,,1026.75,4 years ago,15500000,Lalitpur,Harisiddhi,20,Gravelled
2,1,1.0,1,South,,1026.75,4 years ago,10600000,Kathmandu,Kapan,10,
2,4,3.0,3,South,,1711.25,4 years ago,28000000,Kathmandu,Basbari,13,Gravelled
3,1,1.0,1,North East,2074.0,1026.75,4 years ago,12500000,Kathmandu,Kadaghari,13,Gravelled
6,4,3.0,2,East,2076.0,1026.75,4 years ago,18000000,Kathmandu,Golfutar,13,Gravelled
10,4,,0,East,,8556.25,1 week ago,21000000,Kathmandu,Kadaghari,12,
6,3,2.0,2,North,2072.0,1026.75,4 years ago,21000000,Kathmandu,Sukedhara,14,Blacktopped
18,6,,6,South,,2053.5,4 years ago,47000000,Kathmandu,Sukedhara,13,Blacktopped
6,0,,0,North,,1369.0,4 years ago,14000000,Kathmandu,Tokha,12,Soil Stabilized
2,2,2.0,1,West,2057.0,8556.25,1 month ago,15000000,Kathmandu,Samakhusi,4,Paved
11,0,3.0,0,East,,1711.25,4 years ago,33000000,Kathmandu,Sukedhara,15,
10,0,4.0,0,East,,11978.75,4 years ago,19500000,Bhaktapur,Kausaltar,20,Soil Stabilized
0,0,3.5,0,West,,2395.75,4 years ago,21500000,Bhaktapur,Changunarayan,15,Gravelled
4,4,2.0,3,South,,3422.5,4 years ago,39000000,Kathmandu,Budhanilkantha,13,
7,6,,2,South West,,22246.25,2 months ago,76000000,Kathmandu,Baluwatar,13,
6,3,3.0,4,South East,,2053.5,4 years ago,34000000,Kathmandu,Budhanilkantha,13,
0,0,,0,West,,1026.75,4 years ago,7000000,Kathmandu,Kavresthali,10,Soil Stabilized
6,3,3.0,0,North East,,2053.5,4 years ago,51500000,Kathmandu,Baluwatar,12,
0,0,2.0,3,East,2080.0,1711.25,3 weeks ago,47500000,Kathmandu,Budhanilkantha,13,Blacktopped
2,1,,0,West,,1369.0,4 years ago,13000000,Kathmandu,Tokha,15,Soil Stabilized
0,0,,0,South,,3080.25,4 years ago,49500000,Kathmandu,Budhanilkantha,15,Blacktopped
5,3,3.0,0,South,,11978.75,4 years ago,16500000,Lalitpur,Imadol,13,Blacktopped
6,5,,2,East,2080.0,1369.0,3 weeks ago,32500000,Kathmandu,Sitapaila,13,
0,0,3.0,0,South East,,2053.5,4 years ago,30000000,Kathmandu,Lazimpat,10,
0,0,,0,North,,1369.0,4 years ago,22500000,Kathmandu,Kadaghari,16,Blacktopped
0,0,3.0,0,East,,2053.5,4 years ago,30000000,Kathmandu,Basundhara,12,
0,0,4.0,0,East,,2395.75,4 years ago,33000000,Kathmandu,Boudha,20,
9,3,3.0,0,South West,,1026.75,4 years ago,16500000,Kathmandu,Jorpati,10,Gravelled
5,5,2.5,2,South,2079.0,196793.75,1 year ago,49500000,Kathmandu,Budhanilkantha,15,Blacktopped
0,0,,0,South,,2738.0,4 years ago,45000000,Kathmandu,Budhanilkantha,15,Soil Stabilized
7,0,,0,South,,1026.75,4 years ago,15500000,Kathmandu,Balambu,12,Gravelled
11,0,2.0,0,West,,1711.25,4 years ago,22000000,Kathmandu,Kadaghari,15,Gravelled
7,0,3.0,2,East,2076.0,15401.25,4 years ago,27500000,Kathmandu,Ekatabasti,13,Blacktopped
2,1,2.0,0,West,,1026.75,4 years ago,6500000,Lalitpur,Imadol,5,Gravelled
0,0,,0,South,,1026.75,4 years ago,17500000,Lalitpur,Imadol,13,
0,0,,0,South,,6845.0,4 years ago,40000000,Kathmandu,Syuchatar,16,Blacktopped
3,2,2.0,0,South West,,10609.75,4 years ago,19000000,Kathmandu,Sukedhara,24,Blacktopped
4,3,2.0,0,South,,10609.75,4 years ago,23000000,Kathmandu,Basundhara,15,Gravelled
0,0,,0,South,,1369.0,4 years ago,28000000,Kathmandu,Budhanilkantha,15,Gravelled
0,4,3.0,2,West,2079.0,3080.25,1 month ago,65000000,Kathmandu,Kapan,13,Gravelled
6,6,3.0,2,South West,,2738.0,4 years ago,45000000,Kathmandu,Basundhara,15,Blacktopped
2,1,1.0,4,East,2074.0,11978.75,4 years ago,14200000,Lalitpur,Imadol,20,Gravelled
10,0,3.0,0,South,,14374.5,4 years ago,34500000,Kathmandu,Samakhusi,20,
6,4,3.0,3,West,,25668.75,4 years ago,53000000,Kathmandu,Tokha,15,Blacktopped
6,3,3.0,1,North East,2075.0,10952.0,4 years ago,19000000,Kathmandu,Kavresthali,0,
7,0,,0,East,,1026.75,4 years ago,17000000,Kathmandu,Kapan,13,
10,0,,3,South,,2395.75,4 years ago,38000000,Kathmandu,Dhumbarahi,10,
0,0,4.0,0,South West,,1711.25,4 years ago,25500000,Bhaktapur,Lokanthali,10,
0,0,,0,West,,1026.75,4 years ago,15000000,Kathmandu,Kapan,13,Blacktopped
0,0,3.0,0,West,,18823.75,4 years ago,25000000,Kathmandu,Manamaiju,13,
7,3,,0,West,,1369.0,4 years ago,8000000,Kathmandu,Tarkeshwor,10,
5,2,3.0,0,South,,1711.25,4 years ago,39000000,Kathmandu,Basundhara,14,
5,4,3.0,3,East,,1369.0,4 years ago,19200000,Kathmandu,Budhanilkantha,13,
4,0,3.0,0,West,,15401.25,4 years ago,26500000,Kathmandu,Bafal,13,Gravelled
0,0,3.0,0,West,,131766.25,4 years ago,43500000,Kathmandu,Hattisar,20,
7,4,3.0,0,South West,,11294.25,4 years ago,22500000,Lalitpur,Imadol,13,
0,0,3.0,0,South,2074.0,8556.25,3 years ago,21000000,Kathmandu,Grande Villa,16,Gravelled
0,0,,0,West,,1026.75,4 years ago,11000000,Kathmandu,Thali,10,Soil Stabilized
16,3,3.0,0,North,,2053.5,4 years ago,27000000,Bhaktapur,Lokanthali,13,Blacktopped
5,5,3.0,4,East,,3080.25,4 years ago,45000000,Kathmandu,Sitapaila,12,
6,4,3.0,2,East,,15401.25,4 years ago,25500000,Kathmandu,Budhanilkantha,13,Blacktopped
0,3,3.0,2,East,2075.0,14032.25,4 years ago,23500000,Kathmandu,Budhanilkantha,13,Blacktopped
4,3,3.0,0,East,,107124.25,4 years ago,22500000,Kathmandu,Mandikatar,12,
7,4,3.0,0,East,,20877.25,4 years ago,38000000,Kathmandu,Kalanki,14,
0,0,,0,South,,342.25,4 years ago,4000000,Kathmandu,Kirtipur,10,Blacktopped
0,0,,0,South,,1026.75,4 years ago,15000000,Kathmandu,Kirtipur,10,Blacktopped
2,1,1.0,1,South West,2068.0,10952.0,4 years ago,10500000,Kathmandu,Makalbari,12,Gravelled
4,3,3.0,0,East,,10609.75,4 years ago,17000000,Kathmandu,Dhapasi,13,Blacktopped
7,6,5.0,4,South East,,10609.75,4 years ago,16000000,Kathmandu,Mulpani,14,Gravelled
4,3,3.0,0,East,,1369.0,4 years ago,25000000,Kathmandu,Bhangal,13,
2,2,1.0,1,North East,,1026.75,4 years ago,10000000,Lalitpur,Imadol,13,Blacktopped
3,4,2.0,1,East,2078.0,1369.0,2 months ago,27000000,Kathmandu,Kirtipur,20,Blacktopped
0,0,,0,South East,,1369.0,4 years ago,24500000,Kathmandu,Bhangal,14,
7,0,3.0,4,South,,1369.0,4 years ago,24000000,Kathmandu,Kapan,16,Soil Stabilized
11,0,3.0,4,South,,1369.0,4 years ago,20400000,Kathmandu,Kapan,20,Blacktopped
2,3,3.0,0,North,,1711.25,4 years ago,37500000,Kathmandu,Basundhara,14,Blacktopped
5,4,3.0,0,North West,,1026.75,4 years ago,18000000,Lalitpur,Imadol,11,Gravelled
5,4,2.5,0,South,,2053.5,4 years ago,40000000,Kathmandu,Sukedhara,15,Gravelled
0,0,2.0,0,East,2070.0,1369.0,4 years ago,46500000,Lalitpur,Thasikhel,21,Blacktopped
6,4,4.0,0,South,,1369.0,4 years ago,27500000,Kathmandu,Sukedhara,12,
0,0,,0,South,,1369.0,4 years ago,22000000,Kathmandu,Balaju,22,Gravelled
3,1,1.0,0,West,,8556.25,4 years ago,6500000,Kathmandu,Goldhunga,10,Soil Stabilized
4,4,3.0,1,South,2069.0,14716.75,4 years ago,31500000,Lalitpur,Bhaisepati,12,Paved
0,0,,0,East,2073.0,1026.75,4 years ago,15000000,Kathmandu,Kapan,10,Blacktopped
0,0,,0,North,,1369.0,4 years ago,27500000,Kathmandu,Sukedhara,13,Gravelled
0,0,3.0,0,South,,1026.75,4 years ago,18000000,Kathmandu,Hattigauda,13,
0,0,,0,West,,1711.25,4 years ago,20500000,Kathmandu,Sitapaila,20,Blacktopped
6,4,3.0,4,South East,,2053.5,4 years ago,40000000,Kathmandu,Chandol,14,
4,5,2.5,1,South,2078.0,1369.0,2 months ago,42500000,Kathmandu,Budhanilkantha,16,Concrete
13,0,4.5,0,South East,,4449.25,4 years ago,70000000,Kathmandu,Maharajgunj,14,Gravelled
0,0,,0,North,,2738.0,4 years ago,38000000,Kathmandu,Chabahil,14,Blacktopped
11,5,3.0,0,East,,1369.0,4 years ago,26500000,Kathmandu,Kapan,13,Blacktopped
2,1,1.0,0,North,,1026.75,4 years ago,11500000,Kathmandu,Tokha,13,Gravelled
6,4,3.0,3,West,,15401.25,4 years ago,25000000,Kathmandu,Budhanilkantha,13,Soil Stabilized
2,2,1.0,1,South West,2076.0,10609.75,4 years ago,14000000,Kathmandu,Mandikatar,13,Gravelled
0,4,3.0,2,South East,2069.0,14032.25,1 month ago,38000000,Kathmandu,Boudha,13,Gravelled
0,3,2.0,4,East,2080.0,1711.25,3 weeks ago,47500000,Kathmandu,Budhanilkantha,13,Gravelled
