Address,Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price
"Imadol,Shital Height, Imadol, Lalitpur",5,4,3,1,East,,0-3-1-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 3,20,00,000 Onwards"
"satdobato, Satdobato, Lalitpur",4,4,N/A,1,South East,,4 Aana,13 Feet,2100 Sq. Feet,1 month ago,"NPR. 3,15,00,000 Onwards"
"Rudreshwor, Budhanilkantha, Kathmandu",5,3,2,4,East,,0-4-0-0 Aana,8 Feet / Gravelled,1369.181 Sq. Feet,1 day ago,"NPR. 2,70,00,000 Onwards"
"Sital Height, Imadol, Imadol, Lalitpur",4,4,3,1,East,2078,0-3-0-0 to 0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"NPR. 2,10,00,000 Onwards"
"Lubhu, Lalitpur, Lubhu, Lalitpur",0,3,2,1,West,2077,3 aana 1 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,00,00,000 Onwards"
"Suryabinayak, Bhaktapur, Suryabinayak, Bhaktapur",0,0,N/A,0,South,,0-2-3-2 Aana,0 Feet,N/A Aana,3 years ago,"NPR. 1,22,00,000"
"darjeeling height, Suryabinayak, Bhaktapur",0,0,N/A,0,South,,0-2-3-0 Aana,0 Feet,N/A Aana,3 years ago,"NPR. 1,22,00,000"
"Sanagau, Sano Gaun, Lalitpur",5,4,3,5,West,,3 Aana,16 Feet,3 Aana,2 weeks ago,"NPR. 2,97,00,000 Per Aana"
"Bhaisepati , Colony, Bhaisepati, Lalitpur",4,5,2,4,North,,0-5-5-0 Aana,13 Feet / Paved,0-5-5-0 Aana,2 weeks ago,"NPR. 6,50,00,000 Onwards"
"Syuchatar, Sitapaila, Kathmandu",5,4,N/A,1,North East,2080,0.3.0.0 Aana,13 Feet / Gravelled,2450 Aana,6 months ago,"NPR. 2,75,00,000 Onwards"
"Bageshwori, Kamalbinayak, Bageshwori, Bhaktapur",4,3,2,0,East,2077,0-3-0-0 Aana,20 Feet / Soil Stabilized,95 Sq. Meter,10 months ago,"NPR. 1,75,00,000 Onwards"
"Nayabasti, Imadol, Lalitpur",5,4,2,1,South,,3-1 Aana,0 Feet / Paved,2000 Sq. Feet,1 week ago,"NPR. 2,95,00,000 Onwards"
"Tikathali, Lalitpur, Tikathali, Lalitpur",6,3,3,1,East,2080,0-3-2-1 Aana,13 Feet / Paved,N/A Aana,2 weeks ago,"NPR. 2,25,00,000"
"Setipakha, Imadol, Imadol, Lalitpur",4,4,2.5,1,West,2080,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 weeks ago,"NPR. 2,40,00,000"
"Sunakothi, Sunakothi, Lalitpur",5,3,2.5,1,East,2080,0-5-3-3.70 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,"NPR. 4,48,00,000"
"Lasuntar Park, lasuntar budhanilkantha Kathmandu, Kapan, Kathmandu",5,3,3,1,East,2023,3 Aana,10 Feet / Gravelled,2100 Sq. Feet,3 months ago,"NPR. 2,25,00,000 Onwards"
"Imadol,Ochu Height, Imadol, Lalitpur",5,4,3,3,South,,3 Aana,13 Feet / Paved,1133.880 Sq. Feet,2 weeks ago,"NPR. 3,35,00,000 Onwards"
"Boje Pokhari, Imadol, Lalitpur",2,1,1.35,1,North East,2076,0-3-2-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,30,00,000 Total price"
"Sunakothi, Sunakothi, Lalitpur",5,3,2.5,1,East,2080,0-4-3-1.20 Aana,20 Feet / Blacktopped,"1,980.28 Sq. Feet",2 months ago,"NPR. 3,90,00,000"
"Harisiddhi, Harisiddhi, Lalitpur",8,7,3.5,2,East,2075,7.1 Aana,10 Feet,3400 Sq. Feet,5 years ago,"NPR. 3,30,00,000"
"Duwakot, Duwakot, Bhaktapur",0,0,2.5,0,East,,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 1,50,00,000"
"Harisiddhi, Lalitpur, Harisiddhi, Lalitpur",4,4,3,1,North,2080,3 aana 2 paisa 2 dam Aana,20 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,85,00,000"
"Ochu Height, Imadol, Lalitpur",6,4,3,1,South,,4-2 Aana,0 Feet / Paved,2100 Sq. Feet,1 week ago,"NPR. 2,90,00,000 Onwards"
"Suryabinayak-08, Sipadol, Bhaktapur",7,4,3,2,North,,0-4-2-0 Aana,20 Feet,820 Sq. Feet,1 year ago,"NPR. 3,10,00,000 Onwards"
"Imadol, Imadol, Lalitpur",2,1,1,3,West,,0-2-2-2 Aana,13 Feet / Paved,898.579 Sq. Feet,1 week ago,"NPR. 1,45,00,000 Onwards"
"Lamatar,Mahalaxmi, Lamatar, Lalitpur",3,3,2,1,South,2079,3 aana 3 dam Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 1,75,00,000 Onwards"
"Samabesi Height, Changunarayan, Bhaktapur",5,3,3,1,South East,,0-3-0-1 Aana,13 Feet,N/A Aana,2 years ago,"NPR. 1,80,00,000"
"Dadikot, Dadikot, Bhaktapur",12,4,N/A,0,South,,4 Aana,20 Feet,2610 Aana,5 years ago,"NPR. 2,25,00,000"
"Near Omshanti, Balkot, Bhaktapur",3,4,3,2,North,2069,3 Aana,10 Feet / Soil Stabilized,N/A Sq. Feet,3 years ago,"NPR. 1,90,00,000 N/A"
"Mahankal, Sitapaila, Kathmandu",5,4,N/A,0,South East,2080,3 Aana,12 Feet / Paved,N/A Aana,6 months ago,"NPR. 2,45,00,000 Onwards"
"Suryavinayak,Bhaktapur, Bhaktapur, Bhaktapur",3,1,1,1,East,2019,4 Aana,8 Feet,N/A Aana,3 years ago,"NPR. 80,00,000 Onwards"
"Sirutaar, Balkot, Bhaktapur",0,0,N/A,0,East,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,"NPR. 1,70,00,000"
"Setipakha,Imadol, Imadol, Lalitpur",4,4,3,1,West,,3 aana Aana,0 Feet,0 Aana,1 month ago,"NPR. 2,40,00,000 Onwards"
"Ochu Height, Imadol, Lalitpur",4,4,2.5,1,South,,0-3-0-0 Aana,13 Feet / Paved,1950 Sq. Feet,8 months ago,"NPR. 2,55,00,000 Total Price"
"Tiokathali, Tikathali, Lalitpur",3,4,3,1,South,,0-2-3-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 2,50,00,000 Onwards"
"Imadol ,Shital Height, Imadol, Lalitpur",5,6,3,4,South,,0-3-3-0 Aana,13 Feet / Gravelled,1283.607 Sq. Feet,1 week ago,"NPR. 3,50,00,000 Onwards"
"Sunakothi, Sunakothi, Lalitpur",5,3,2.5,1,South,2080,0-9-2-0.3 Aana,20 Feet / Blacktopped,"4,782.29 Sq. Feet",2 months ago,"NPR. 8,35,00,000"
"Sudal-08, Sudal, Bhaktapur",0,0,N/A,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,15,00,000"
"Imadol, Imadol, Lalitpur",4,4,2.5,1,South,2080,0-2-3-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 2,37,00,000"
"Namaste Petrol Pump, Gwarko, Lalitpur",5,4,N/A,3,East,,9.2 aana Aana,13 Feet,N/A Aana,2 months ago,"NPR. 8,00,00,000"
"Lokanthali, Lokanthali, Bhaktapur",0,0,N/A,0,West,,0-5-0-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,"NPR. 2,80,00,000"
"Chaling, Bhaktapur, Bhaktapur",0,0,N/A,0,West,,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,2 years ago,"NPR. 75,00,000"
"Bisundol, Imadol, Lalitpur",2,1,N/A,1,South,,3 Aana,13 Feet,1430 Sq. Feet,1 month ago,"NPR. 1,50,00,000 Onwards"
"Bhaisipati,Lalitpur, Bhaisepati, Lalitpur",0,3,N/A,1,East,,5 Aana,13 Feet / Blacktopped,N/A Aana,2 months ago,"NPR. 3,10,00,000 Onwards"
"tikathali, Lalitpur, Tikathali, Lalitpur",3,3,2,2,West,2080,0-3-0-0 Aana,13 Feet / Paved,000 Aana,3 months ago,"NPR. 2,65,00,000 Onwards"
"Shital Height ,Imadol, Imadol, Lalitpur",5,4,N/A,4,North,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,"NPR. 3,35,00,000 Onwards"
"Namaste petrol pump, Imadol, Lalitpur",5,4,N/A,1,North,,0-3-0-0 Aana,20 Feet,2400 Aana,2 months ago,"NPR. 3,25,00,000 Onwards"
"gokrna, Gokarneshwor, Kathmandu",3,4,3,1,South West,2016,3 Aana,13 Feet / Blacktopped,2400 Sq. Feet,3 months ago,"NPR. 1,99,00,000 Onwards"
"Nayabasti, Imadol, Lalitpur",6,4,N/A,1,East,2079,0-3.5-0-0 Aana,13 Feet / Blacktopped,2248 Sq. Feet,1 week ago,"NPR. 3,05,00,000 Onwards"
"Faika, Tenjing Chowk, Budhanilkantha, Kapan, Kathmandu",6,2,2,0,South,2068,0-2-3-0 Aana,24 Feet / Blacktopped,1800 Sq. Feet,1 year ago,"NPR. 2,45,00,000 Total price"
"Sita Khatauda, Dhapakhel, Lalitpur",8,4,4,1,West,,0-4-0-0 Aana,20 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,80,00,000 Total Price"
"Gothatar, Gothatar, Kathmandu",0,0,2,0,North,2015,0-3-2-0 Aana,13 Feet / Blacktopped,0-3-2-0 Aana,4 years ago,"NPR. 1,55,00,000 Onwards"
"Shital Height, Imadol, Lalitpur",5,4,N/A,1,East,,0-3-1-2 Aana,13 Feet,2450 Sq. Feet,1 month ago,"NPR. 3,20,00,000 Onwards"
"Imadol, Mahalaxmisthan, Lalitpur",5,4,3,1,South East,2080,0-4-0-1 Aana,13 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 3,35,00,000"
"imadol, lalitpur, Imadol, Lalitpur",0,4,3,2,South,2080,3 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 3,05,00,000"
"Maharajgunj, Maharajgunj, Kathmandu",5,4,2,2,South West,,0-7-0-0 Aana,13 Feet / Gravelled,2396.066 Sq. Feet,1 day ago,"NPR. 4,80,00,000 Onwards"
"Sudal-08, Sudal, Bhaktapur",0,0,N/A,0,West,,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,"NPR. 92,00,000"
"Ratamakai, Imadol, Lalitpur",0,5,3,1,South West,2079,0-4-1-0 Aana,10 Feet / Gravelled,N/A Aana,1 week ago,"NPR. 3,30,00,000 Onwards"
"Sallaghari, Sallaghari, Bhaktapur",0,0,2.5,0,East,,0-3-0-0 Aana,20 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 2,30,00,000"
"Harishiddi, Harisiddhi, Lalitpur",5,5,3,1,West,,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 3,95,00,000 Onwards"
"Deuba Chwok, Budhanilkantha, Kathmandu",0,4,N/A,2,North,2020,4 Aana,0 Feet / Blacktopped,3.75 Aana,4 months ago,"NPR. 4,50,00,000"
"Awas, Bhaisepati, Lalitpur",4,4,3,2,West,,0-4-0-0 Aana,35 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 5,70,00,000 Total Price"
"imadol, lalitpur, Imadol, Lalitpur",0,2,3,1,North,,3 anna 2 paisa Aana,13 Feet,0 Aana,2 months ago,"NPR. 3,35,00,000 Onwards"
"Nagarkot, Nagarkot, Bhaktapur",0,0,N/A,0,North East,,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,3 years ago,"NPR. 55,50,000"
"lokanthali, Lokanthali, Bhaktapur",0,0,N/A,0,East,,0-3-2-0 Aana,13 Feet,N/A Aana,3 years ago,"NPR. 1,85,00,000"
"Kathmandu ,Dhumbarai-4,Near pipal bot chowk., Dhumbarahi, Kathmandu",6,2,3,2,North,2009,0-3-2-0 Aana,8 Feet / Paved,0-2-3-0 Aana,3 months ago,"NPR. 1,99,99,999"
"Imadol, Imadol, Lalitpur",3,4,2.5,1,East,2073,0-2-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,50,00,000"
"Imadol, Imadol, Lalitpur",4,4,2.5,1,South East,2080,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 2,65,00,000"
"85 Radar Marg, Gothatar, Kathmandu",5,3,3,1,East,2076,4 Aana,20 Feet / Blacktopped,4 Aana,5 months ago,"NPR. 3,00,00,000"
"Kamalbinayak, Kamalbinayak, Bhaktapur",0,0,N/A,0,North,,0-4-2-1.5 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 3,99,00,000"
"Sipadol ,bhaktapur, Sipadol, Bhaktapur",6,3,3,1,East,2075,0-3-2-0 Aana,10 Feet / Gravelled,2150 Aana,3 years ago,"NPR. 1,95,00,000"
"Rose Village, Balkot, Bhaktapur",4,3,3,2,South,2071,0-5-0-2 Aana,28 Feet / Blacktopped,2390.65 Aana,4 years ago,"NPR. 3,95,00,000"
"Ochu Height, Imadol, Imadol, Lalitpur",5,4,3,1,South,2024,0-3-1-0 Aana,0 Feet,N/A Aana,2 weeks ago,"NPR. 3,15,00,000"
"Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",6,5,2,2,East,2080,4 anna 2 dam Aana,13 Feet / Paved,000 Aana,3 months ago,"NPR. 3,50,00,000 Onwards"
"Bhadrakali petrol pump, Imadol, Imadol, Lalitpur",7,4,3.5,1,North,2080,0-3-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,4 days ago,"NPR. 2,80,00,000 Total price"
".., Dadikot, Bhaktapur",7,5,4,2,South West,2079,0-4-3-0 Aana,13 Feet / Gravelled,0-2-3-2} Aana,10 months ago,"NPR. 3,30,00,000"
"Sanagaun, Tikathali, Lalitpur",2,1,1,1,East,,0-3-1-2 Aana,0 Feet,N/A Aana,1 week ago,"NPR. 1,65,00,000 Onwards"
"Imadol, Buddha colony, Imadol, Lalitpur",5,3,2,2,South,2078,3 Aana,13 Feet / Gravelled,000 Aana,3 months ago,"NPR. 2,50,00,000 Onwards"
"kusunti, Kusunti, Lalitpur",4,4,3,3,North West,2020,0-5-2-2 Aana,13 Feet / Blacktopped,2200 Aana,3 years ago,"NPR. 3,65,00,000"
"Gurjudhara, Chandragiri, Kathmandu",3,1,2,2,West,2080,3 Aana,14 Feet / Paved,N/A Aana,6 months ago,"NPR. 1,25,00,000 Onwards"
"Sano Bharyang, Sanobharyang, Kathmandu",3,2,2.5,0,North,2080,0-4-0-2 Aana,20 Feet / Gravelled,N/A Aana,3 months ago,"NPR. 3,75,00,000 Total Price"
"Shree marg, Sitalheight, Imadol, Imadol, Lalitpur",4,3,2.5,1,East,2075,0-3-2-0 Aana,13 Feet / Gravelled,2000 Aana,1 year ago,"NPR. 2,60,00,000 Total price"
"Thecho, Lalitpur, Thecho, Lalitpur",5,5,3,2,South,2078,0-9-3-0 Aana,13 Feet / Paved,4200 Aana,2 years ago,"NPR. 7,95,00,000 Total Price"
"Near ICIMOD, Dhapakhel, Lalitpur, Dhapakhel, Lalitpur",6,3,3,2,East,2073,0-5-0-0 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,"NPR. 2,80,00,000 Total price"
"Mill Road Purano Thimi, Bode, Bhaktapur",5,7,3,2,East,2076,22 Aana,20 Feet / Gravelled,9 Aana,3 years ago,"NPR. 14,00,00,000"
"Imadol, Imadol, Lalitpur",6,5,3,2,South,2080,0-4-0-2 Aana,13 Feet / Blacktopped,N/A Aana,2 weeks ago,"NPR. 3,35,00,000"
"Nakkhu, Lalitpur, Nakkhu, Lalitpur",5,3,2.5,1,West,,0-2-2-0 Aana,13 Feet / Blacktopped,2000 Aana,1 week ago,"NPR. 2,10,00,000 Total price"
"Harisiddhi, Lalitpur, Harisiddhi, Lalitpur",0,4,3,1,North East,,3 aana 3 paisa Aana,13 Feet,0 Aana,1 month ago,"NPR. 2,85,00,000 Onwards"
"Nearby Little Angels School, Hattiban, Lalitpur",5,4,2.5,2,East,2075,0-3-0-1 Aana,20 Feet / Gravelled,2200 Aana,4 years ago,"NPR. 2,60,00,000 Onwards"
"Duwakot, Duwakot, Bhaktapur",0,0,N/A,0,South,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,"NPR. 80,00,000"
"imadol, lalitpur, Imadol, Lalitpur",0,4,2,1,West,2080,3aana 1paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,10,00,000"
"Shital Height, Imadol, Lalitpur",4,4,2,1,East,2080,2 aana 3 paisa 2 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,30,00,000"
"Nakhipot near Osis School, Nakhipot, Lalitpur",7,5,2,2,South East,2080,0-4-1-1 Aana,16 Feet,2500 Aana,1 week ago,"NPR. 4,15,00,000 Onwards"
"Suryabinayak Nagarpalika 3, Balkot, Bhaktapur",5,5,2.5,2,North,,9 Aana,26 Feet / Paved,N/A Aana,1 year ago,"NPR. 5,25,00,000 Total Price"
"House number 23, Katyayani chowk , Milanchowk marg, Bhimsengola, Baneshwor, Kathmandu",4,4,4,1,North,2000,0-8-0-0 Aana,20 Feet / Gravelled,N/A Aana,6 months ago,"NPR. 1,00,00,000 Per Aana"
"Sundarbasti, Suryabinayak, Bhaktapur",12,3,3,0,East,,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 2,85,00,000 N/A"
"Kageshwori Manohara-5, Thali, Thali, Kathmandu",3,4,3,1,South West,2022,0-4-1-1 Aana,20 Feet / Gravelled,0-3-0-0 Aana,3 months ago,"NPR. 3,50,00,000"
"chundevi, Chundevi, Kathmandu",4,4,2,4,South East,,0-5-2-0 Aana,12 Feet / Blacktopped,1882.624 Sq. Feet,1 day ago,"NPR. 5,50,00,000"
"200 Meter From KMC Hospital, Duwakot, Bhaktapur, Duwakot, Bhaktapur",5,3,3,1,North East,2076,0-4-0-0 Aana,33 Feet / Blacktopped,2200 Sq. Feet,2 years ago,"NPR. 2,00,00,000 Total Price"
"Har Har Mahadev, Bhaktapur, Bhaktapur",0,0,N/A,0,East,,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 18,00,000"
"Lubhu Buspark, Lubhu, Lalitpur",4,2,3,2,West,2077,0-5-0-0 Aana,13 Feet / Gravelled,2500 Sq. Feet,1 year ago,"NPR. 2,75,00,000 Total Price"
"Near Chinese Embassy, Baluwatar, Kathmandu",4,4,2.5,1,East,,0-4-3-0 Aana,14 Feet / Blacktopped,N/A Sq. Feet,6 months ago,"NPR. 5,20,00,000 Total Price"
"Opposite of Buddha Party Palace, Imadol, Lalitpur",2,1,1.5,1,East,2077,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,25,00,000 Total price"
"Jawalakhel, Kusunti, Lalitpur, Jawalakhel, Lalitpur",4,3,3,2,North West,2048,0-12-0-0 Aana,26 Feet / Blacktopped,2600 Aana,2 years ago,"NPR. 9,50,00,000 Total price"
"Hattigauda, Hattigauda, Kathmandu",5,3,3,3,North East,2075,0-6-2-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"NPR. 3,65,00,000 Total price"
"kapan , kathmandu, Kapan, Kathmandu",6,5,3,2,East,2080,0-4-0-0 Aana,14 Feet / Paved,0000 Aana,3 months ago,"NPR. 3,35,00,000 Onwards"
"Shree Colony, Sitapaila, Kathmandu",4,3,N/A,1,West,2075,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,"NPR. 2,75,00,000 Total Price"
"Sital Height, Imadol, Imadol, Lalitpur",4,4,3,1,East,2078,0-3-0-0 Aana,13 Feet / Soil Stabilized,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price"
"Thulobharyang, Ekdhara, Thulo Bharyang, Kathmandu",5,4,2.5,1,North East,2080,0-4-1-0 Aana,16 Feet / Concrete,N/A Sq. Feet,3 months ago,"NPR. 5,80,00,000 Total Price"
"Satdobato,Lalitpur, Satdobato, Lalitpur",0,4,2,2,South East,2080,4 aana Aana,0 Feet,0 Aana,4 weeks ago,"NPR. 3,15,00,000 Onwards"
"Shital Height, Imadol, Lalitpur",7,5,3,1,South,2080,0-4-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,15,00,000"
"Smart Homes, Bhaisepati, Lalitpur",6,6,N/A,2,South East,,6 Aana,26 Feet,4200 Aana,1 month ago,"NPR. 5,50,00,000 Onwards"
"Sirutar Futsal, Sirutar, Balkot, Bhaktapur, Sirutar, Bhaktapur",3,3,2,2,South West,2075,0-5-0-0 Aana,13 Feet / Paved,2300 Sq. Feet,2 years ago,"NPR. 2,45,00,000 Total price"
"Balkot, Balkot, Bhaktapur",0,0,N/A,0,West,,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,"NPR. 2,15,00,000"
"Kimdol, Swayambhu, Kathmandu",4,3,2.5,1,South West,2070,0-3-2-0 Sq. Feet,13 Feet / Concrete,N/A Sq. Feet,3 months ago,"NPR. 2,85,00,000 Total Price"
"Pasikot, Budhanilkantha, Kathmandu",6,5,2,0,West,,0-8-2-0 Aana,16 Feet / Blacktopped,2909.509 Sq. Feet,1 day ago,"NPR. 7,85,00,000 Onwards"
"Sunakothi, Sunakothi, Lalitpur",5,3,2.5,1,South,2080,0-4-2-1.80 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,"NPR. 3,90,00,000"
"Duwakot, Bhaktapur, Bhaktapur",0,0,N/A,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,3 years ago,"NPR. 1,45,00,000"
"Rojkula , Imadol, Imadol, Lalitpur",5,4,2,4,West,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,"NPR. 2,90,00,000 Onwards"
"Arawoti, Dhapakhel, Hattiban, Lalitpur",5,5,2.5,3,North,,0-6-0-0 Aana,16 Feet / Blacktopped,2200 Aana,1 year ago,"NPR. 4,50,00,000 Total"
"Tangal, Naxal, Kathmandu",5,5,2,7,South East,,1-3-2-0 Aana,18 Feet / Blacktopped,6673.895 Sq. Feet,1 day ago,"NPR. 15,25,00,000 Onwards"
"Rose Village ,Balkot, Balkot, Bhaktapur",3,4,3,6,North,,0-5-2-2 Aana,24 Feet / Blacktopped,1925.464 Sq. Feet,1 week ago,"NPR. 5,30,00,000 Onwards"
"Shital Height, Imadol, Lalitpur",4,4,2.5,1,East,,0-3-0-0 Aana,13 Feet / Soil Stabilized,1927 Sq. Feet,8 months ago,"NPR. 2,45,00,000 Total Price"
"sanagaun, Tikathali, Lalitpur",2,1,1,1,West,2080,0-2-3-2 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 1,60,00,000 Onwards"
"Sudal, Changunarayan, Bhaktapur",10,3,3,2,East,2077,0-3-3-0 Aana,10 Feet / Gravelled,2565.09 Aana,2 years ago,"NPR. 2,10,00,000"
"imadol, lalitpur, Imadol, Lalitpur",0,0,3,3,South,,5 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 5,50,00,000"
"Imadol, Imadol, Lalitpur",6,4,2.5,1,West,2077,0-3-1-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,70,00,000"
"Lubhu, Lalitpur, Lubhu, Lalitpur",2,1,1,2,North West,2077,3 aana 2 paisa Aana,20 Feet,0 Aana,2 months ago,"NPR. 1,70,00,000"
"Suryabinayak, Suryabinayak, Bhaktapur",0,0,N/A,0,West,,0-2-3-0 Aana,16 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,65,00,000"
"Sitapakha, Imadol, Imadol, Lalitpur",0,4,3,2,South,2080,4 aana Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,35,00,000"
"Tikathali, Tikathali, Lalitpur",0,0,3,1,North,,4 Aana,10 Feet / Gravelled,2 Paisa,2 months ago,"NPR. 3,30,00,000 Onwards"
"Bhaktapur, Bhaktapur, Bhaktapur",0,0,N/A,0,North West,,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,90,00,000"
"Saranpur, Sitapaila, Kathmandu",4,2,3,10,South East,,29 Aana,16 Feet,N/A Aana,6 months ago,"NPR. 17,50,00,000 Onwards"
"Near Soaltee Hotel, Tahachal, Kathmandu",4,3,2.5,2,North East,,0-4-0-0 Aana,20 Feet / Blacktopped,1800 Sq. Feet,6 months ago,"NPR. 6,00,00,000 Total Price"
"imadol, lalitpur, Imadol, Lalitpur",0,0,3,2,South East,,3 anna 2 paisa 2 dam Aana,13 Feet,0 Aana,2 months ago,"NPR. 3,10,00,000 Onwards"
"Bhaisepati, Bhaisepati, Lalitpur",4,4,N/A,4,South East,,0-9-0-0 Aana,16 Feet,2900 Sq. Feet,3 months ago,"NPR. 8,75,00,000 Onwards"
"Sita Homes, Sitapaila, Kathmandu",7,3,2.5,1,West,,0-4-2-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,"NPR. 3,00,00,000 Total Price"
"Kausaltar, Kausaltar, Bhaktapur",0,0,N/A,0,West,,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 37,00,000 Per aana"
"Sital Height, Imadol, Imadol, Lalitpur",4,4,3,2,East,2078,0-3-0-1 Aana,13 Feet / Gravelled,2250 Aana,2 years ago,"NPR. 2,45,00,000 Total price"
"Tikathali, Tikathali, Lalitpur",5,4,N/A,1,South,,0-3-0-3 Aana,11 Feet,2160 Sq. Feet,2 months ago,"NPR. 2,65,00,000 Onwards"
"Near by ANFA, Satdobato, Lalitpur",9,9,4.5,3,East,,0-10-0-0 Aana,13 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 7,00,00,000 Total Price"
"Sital height, Imadol, Lalitpur",0,0,3,2,South,2080,4 aana 1.5 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,95,00,000"
"imadol, lalitpur, Imadol, Lalitpur",0,0,2,2,North,2080,3 aana 1 paisa 2 dam Aana,0 Feet,0 Aana,1 month ago,"NPR. 2,99,00,000"
"Nagdaha, Lalitpur Mahanagarpalika-24, Dhapakhel, Lalitpur",4,3,2.5,1,South,2080,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,1 month ago,"NPR. 2,60,00,000 Total Price"
"Sunakothi, Sunakothi, Lalitpur",5,3,2.5,1,West,2080,0-6-2-1.80 Aana,20 Feet / Blacktopped,"2,148.49 Aana",2 months ago,"NPR. 4,92,00,000"
